UMDM ID,XML Type,collection,series,subseries,box,folder,item,title,date,size,handle,Accession Number,creator,continent,country,region,settlement,umdm pid
2170,UMDM,Katherine Anne Porter papers,1,6,61,1,52,"Katherine Anne Porter to Gay Porter Holloway, 1951-11-09",1951-11-09,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86232
2171,UMDM,Katherine Anne Porter papers,1,6,61,1,54,"Katherine Anne Porter to Gay Porter Holloway, 1951-11-15",1951-11-15,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86232
2172,UMDM,Katherine Anne Porter papers,1,6,61,2,2,"Katherine Anne Porter to Gay Porter Holloway, 1952-01-13",1952-01-13,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
2173,UMDM,Katherine Anne Porter papers,1,6,61,2,3,"Katherine Anne Porter to Gay Porter Holloway, 1952-01-13",1952-01-13,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86234
2174,UMDM,Katherine Anne Porter papers,1,6,61,2,7,"Katherine Anne Porter to Gay Porter Holloway, 1952-02-20",1952-02-20,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86234
2175,UMDM,Katherine Anne Porter papers,1,6,61,2,9,"Katherine Anne Porter to Gay Porter Holloway, 1952-02-29",1952-02-29,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86234
2176,UMDM,Katherine Anne Porter papers,1,6,61,2,14,"Katherine Anne Porter to Gay Porter Holloway, 1952-06-23",1952-06-23,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,umd:86234
2177,UMDM,Katherine Anne Porter papers,1,6,61,2,17,"Katherine Anne Porter to Gay Porter Holloway, 1952-07-26",1952-07-26,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,umd:86234
2178,UMDM,Katherine Anne Porter papers,1,6,61,2,18,"Katherine Anne Porter to Gay Porter Holloway, 1952-08-09",1952-08-09,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,umd:86234
2179,UMDM,Katherine Anne Porter papers,1,6,61,2,19,"Katherine Anne Porter to Gay Porter Holloway, 1952-08-18",1952-08-18,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
2180,UMDM,Katherine Anne Porter papers,1,6,61,2,21,"Katherine Anne Porter to Gay Porter Holloway, circa 1952-08",circa 1952-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",,,,,umd:86234
2181,UMDM,Katherine Anne Porter papers,1,6,61,2,22,"Katherine Anne Porter to Gay Porter Holloway, 1952-09-02",1952-09-02,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,umd:86234
2182,UMDM,Katherine Anne Porter papers,1,6,61,2,23,"Katherine Anne Porter to Gay Porter Holloway, 1952-09-06",1952-09-06,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Brittany,Pont-Aven,umd:86234
2183,UMDM,Katherine Anne Porter papers,1,6,61,2,25,"Katherine Anne Porter to Gay Porter Holloway, 1952-10-21",1952-10-21,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86234
2184,UMDM,Katherine Anne Porter papers,1,6,61,2,33,"Katherine Anne Porter to Gay Porter Holloway, 1953-01-20",1953-01-20,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86234
2185,UMDM,Katherine Anne Porter papers,1,6,61,2,35,"Katherine Anne Porter to Gay Porter Holloway, 1953-02-05",1953-02-05,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86234
2186,UMDM,Katherine Anne Porter papers,1,6,61,2,37,"Katherine Anne Porter to Gay Porter Holloway, 1953-02-17",1953-02-17,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86234
2187,UMDM,Katherine Anne Porter papers,1,6,61,2,38,"Katherine Anne Porter to Gay Porter Holloway, 1953-03-08",1953-03-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86234
2188,UMDM,Katherine Anne Porter papers,1,6,61,2,39,"Katherine Anne Porter to Gay Porter Holloway, 1953-03-23",1953-03-23,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86234
2189,UMDM,Katherine Anne Porter papers,1,6,61,2,42,"Katherine Anne Porter to Gay Porter Holloway, 1953-11-15",1953-11-15,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86234
2190,UMDM,Katherine Anne Porter papers,1,6,61,2,43,"Katherine Anne Porter to Gay Porter Holloway and Ann Holloway Heintze, 1953-11-23",1953-11-23,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",,,,,umd:86234
2191,UMDM,Katherine Anne Porter papers,1,6,61,2,44,"Katherine Anne Porter to Gay Porter Holloway, 1953-11-30",1953-11-30,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86234
2192,UMDM,Katherine Anne Porter papers,1,6,61,2,45,"Katherine Anne Porter to Gay Porter Holloway, 1953-12-08",1953-12-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86234
2193,UMDM,Katherine Anne Porter papers,1,6,61,3,1,"Katherine Anne Porter to Gay Porter Holloway, 1954-01-11",1954-01-11,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86235
2194,UMDM,Katherine Anne Porter papers,1,6,61,3,2,"Katherine Anne Porter to Gay Porter Holloway, 1954-01-22",1954-01-22,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86235
2195,UMDM,Katherine Anne Porter papers,1,6,61,3,3,"Katherine Anne Porter to Gay Porter Holloway, 1954-02-08",1954-02-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86235
2196,UMDM,Katherine Anne Porter papers,1,6,61,3,4,"Katherine Anne Porter to Gay Porter Holloway, 1954-03-21",1954-03-21,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86235
2197,UMDM,Katherine Anne Porter papers,1,6,61,3,6,"Katherine Anne Porter to Gay Porter Holloway, 1954-03-25",1954-03-25,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86235
2198,UMDM,Katherine Anne Porter papers,1,6,61,3,7,"Katherine Anne Porter to Gay Porter Holloway, 1954-04-01",1954-04-01,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86235
2199,UMDM,Katherine Anne Porter papers,1,6,61,3,8,"Katherine Anne Porter to Gay Porter Holloway, 1954-06-11",1954-06-11,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,
2200,UMDM,Katherine Anne Porter papers,1,6,61,3,9,"Katherine Anne Porter to Gay Porter Holloway, 1954-07-19",1954-07-19,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86235
2201,UMDM,Katherine Anne Porter papers,1,6,61,3,13,"KAP to Gay Porter Holloway, before 1954-08-14",before 1954-08-14,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Ann Arbor,umd:86235
2202,UMDM,Katherine Anne Porter papers,1,6,61,3,16,"Katherine Anne Porter to Gay Porter Holloway, 1954-09-09",1954-09-09,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86235
2203,UMDM,Katherine Anne Porter papers,1,6,61,3,17,"Katherine Anne Porter to Gay Porter Holloway, 1954-09-12",1954-09-12,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86235
2204,UMDM,Katherine Anne Porter papers,1,6,61,3,19,"Katherine Anne Porter to Gay Porter Holloway, 1954-10-29",1954-10-29,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Belgium,Wallonia,Liège,umd:86235
2205,UMDM,Katherine Anne Porter papers,1,6,61,3,21,"Katherine Anne Porter to Gay Porter Holloway, 1954-11-09",1954-11-09,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Belgium,Wallonia,Liège,umd:86235
2206,UMDM,Katherine Anne Porter papers,1,6,61,3,23,"Katherine Anne Porter to Gay Porter Holloway, 1954-11-22",1954-11-22,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Belgium,Wallonia,Liège,umd:86235
2207,UMDM,Katherine Anne Porter papers,1,6,61,3,24,"Katherine Anne Porter to Gay Porter Holloway, 1954-11-29",1954-11-29,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Belgium,Wallonia,Liège,umd:86235
2208,UMDM,Katherine Anne Porter papers,1,6,61,3,26,"Katherine Anne Porter to Gay Porter Holloway, 1954-12-04",1954-12-04,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Belgium,Wallonia,Liège,umd:86235
2209,UMDM,Katherine Anne Porter papers,1,6,61,3,28,"Katherine Anne Porter to Gay Porter Holloway, 1954-12-11",1954-12-11,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Belgium,Wallonia,Liège,umd:86235
2210,UMDM,Katherine Anne Porter papers,1,6,61,3,29,"Katherine Anne Porter to Gay Porter Holloway, 1954-12-24",1954-12-24,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Italy,Lazio,Rome,
2211,UMDM,Katherine Anne Porter papers,1,6,61,3,31,"Katherine Anne Porter to Gay Porter Holloway, 1955-01-07",1955-01-07,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Belgium,Wallonia,Liège,umd:86235
2212,UMDM,Katherine Anne Porter papers,1,6,61,3,32,"Katherine Anne Porter to Gay Porter Holloway, 1955-01-26",1955-01-26,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Belgium,Wallonia,Liège,umd:86235
2213,UMDM,Katherine Anne Porter papers,1,6,61,3,35,"KAP to Gay Porter Holloway, before 1955-04-10",before 1955-04-10,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",,,,,umd:86235
2214,UMDM,Katherine Anne Porter papers,1,6,61,3,36,"Katherine Anne Porter to Gay Porter Holloway, 1955-02-04",1955-02-04,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Belgium,Brussels,Brussels,umd:86235
2215,UMDM,Katherine Anne Porter papers,1,6,61,3,38,"Katherine Anne Porter to Gay Porter Holloway, 1955-02-11",1955-02-11,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",,,,,umd:86235
2216,UMDM,Katherine Anne Porter papers,1,6,61,3,40,"Katherine Anne Porter to Gay Porter Holloway, before 1955-02-18",before 1955-02-18,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Belgium,Brussels,Brussels,
2217,UMDM,Katherine Anne Porter papers,1,6,61,3,41,"Katherine Anne Porter to Gay Porter Holloway, 1955-02-18",1955-02-18,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Provence-Alpes-C__te d'Azur,Cannes,umd:86235
2218,UMDM,Katherine Anne Porter papers,1,6,61,3,43,"Katherine Anne Porter to Gay Porter Holloway, 1955-02-22",1955-02-22,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Atlantic Ocean,,,,
2219,UMDM,Katherine Anne Porter papers,1,6,61,3,45,"Katherine Anne Porter to Gay Porter Holloway, 1955-03-07",1955-03-07,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86235
2220,UMDM,Katherine Anne Porter papers,1,6,61,3,48,"Katherine Anne Porter to Gay Porter Holloway, 1955-04-06",1955-04-06,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86235
2221,UMDM,Katherine Anne Porter papers,1,6,61,3,49,"Katherine Anne Porter to Gay Porter Holloway, 1955-04-16",1955-04-16,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86235
2222,UMDM,Katherine Anne Porter papers,1,6,61,3,51,"Katherine Anne Porter to Gay Porter Holloway, 1955-05-11",1955-05-11,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,umd:86235
2223,UMDM,Katherine Anne Porter papers,1,6,61,3,54,"Katherine Anne Porter to Gay Porter Holloway, 1955-07-21",1955-07-21,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
2224,UMDM,Katherine Anne Porter papers,1,6,61,3,56,"Katherine Anne Porter to Gay Porter Holloway, 1955-08-15",1955-08-15,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2225,UMDM,Katherine Anne Porter papers,1,6,61,3,58,"Katherine Anne Porter to Gay Porter Holloway, 1955-08-30",1955-08-30,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2226,UMDM,Katherine Anne Porter papers,1,6,61,3,61,"Katherine Anne Porter to Gay Porter Holloway, 1955-10-16",1955-10-16,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2227,UMDM,Katherine Anne Porter papers,1,6,61,3,62,"Katherine Anne Porter to Gay Porter Holloway, 1955-10-18",1955-10-18,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2228,UMDM,Katherine Anne Porter papers,1,6,61,3,64,"Katherine Anne Porter to Gay Porter Holloway, 1955-11-02",1955-11-02,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2229,UMDM,Katherine Anne Porter papers,1,6,61,3,65,"Katherine Anne Porter to Gay Porter Holloway, 1955-11-05",1955-11-05,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2230,UMDM,Katherine Anne Porter papers,1,6,61,3,67,"Katherine Anne Porter to Gay Porter Holloway, 1955-11-30",1955-11-30,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2231,UMDM,Katherine Anne Porter papers,1,6,61,3,69,"Katherine Anne Porter to Gay Porter Holloway, 1955-12-05",1955-12-05,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2232,UMDM,Katherine Anne Porter papers,1,6,61,3,70,"Katherine Anne Porter to Gay Porter Holloway, 1955-12-06",1955-12-06,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2233,UMDM,Katherine Anne Porter papers,1,6,61,3,71,"Katherine Anne Porter to Gay Porter Holloway, 1955-12-07",1955-12-07,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2234,UMDM,Katherine Anne Porter papers,1,6,61,3,74,"Katherine Anne Porter to Gay Porter Holloway, 1955-12-19",1955-12-19,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2235,UMDM,Katherine Anne Porter papers,1,6,61,3,75,"Katherine Anne Porter to Gay Porter Holloway, 1955-12-25",1955-12-25,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86235
2236,UMDM,Katherine Anne Porter papers,1,6,61,4,1,"Katherine Anne Porter to Gay Porter Holloway, 1956-01-10",1956-01-10,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2237,UMDM,Katherine Anne Porter papers,1,6,61,4,2,"Katherine Anne Porter to Gay Porter Holloway, 1956-02-12",1956-02-12,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2238,UMDM,Katherine Anne Porter papers,1,6,61,4,6,"Katherine Anne Porter to Gay Porter Holloway, 1956-02-28",1956-02-28,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2239,UMDM,Katherine Anne Porter papers,1,6,61,4,10,"Katherine Anne Porter to Gay Porter Holloway, 1956-03-29",1956-03-29,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2240,UMDM,Katherine Anne Porter papers,1,6,61,4,15,"Katherine Anne Porter to Gay Porter Holloway, 1956-06-14",1956-06-14,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2241,UMDM,Katherine Anne Porter papers,1,6,61,4,16,"Katherine Anne Porter to Gay Porter Holloway and Ann Holloway Heintze, 1956-06-23",1956-06-23,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2242,UMDM,Katherine Anne Porter papers,1,6,61,4,20,"Katherine Anne Porter to Ann Holloway Heintze, 1956-07-17",1956-07-17,5,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2243,UMDM,Katherine Anne Porter papers,1,6,61,4,23,"Katherine Anne Porter to Gay Porter Holloway, 1956-08-21",1956-08-21,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2244,UMDM,Katherine Anne Porter papers,1,6,61,4,27,"Katherine Anne Porter to Gay Porter Holloway, 1956-10-08",1956-10-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2245,UMDM,Katherine Anne Porter papers,1,6,61,4,28,"Katherine Anne Porter to Gay Porter Holloway, 1956-10-21",1956-10-21,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,District of Columbia,Washington,
2246,UMDM,Katherine Anne Porter papers,1,6,61,4,29,"Katherine Anne Porter to Gay Porter Holloway, 1956-10-22",1956-10-22,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,District of Columbia,Washington,
2247,UMDM,Katherine Anne Porter papers,1,6,61,4,31,"Katherine Anne Porter to Gay Porter Holloway, 1956-10-27",1956-10-27,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Indiana,Indianapolis,umd:86239
2248,UMDM,Katherine Anne Porter papers,1,6,61,4,34,"Katherine Anne Porter to Gay Porter Holloway, 1956-12-01",1956-12-01,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2249,UMDM,Katherine Anne Porter papers,1,6,61,4,35,"Katherine Anne Porter to Gay Porter Holloway, 1956-12-10",1956-12-10,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2250,UMDM,Katherine Anne Porter papers,1,6,61,4,37,"Katherine Anne Porter to Gay Porter Holloway, 1956-12-25",1956-12-25,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Waterbury,
2251,UMDM,Katherine Anne Porter papers,1,6,61,4,39,"Katherine Anne Porter to Gay Porter Holloway, 1956-12-28",1956-12-28,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2252,UMDM,Katherine Anne Porter papers,1,6,61,4,40,"Katherine Anne Porter to Gay Porter Holloway, 1956-12-31",1956-12-31,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86239
2253,UMDM,Katherine Anne Porter papers,1,6,61,4,43,"Katherine Anne Porter to Gay Porter Holloway, circa 1956",circa 1956,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",,,,,
2254,UMDM,Katherine Anne Porter papers,1,6,61,5,1,"Katherine Anne Porter to Gay Porter Holloway, 1957-01-02",1957-01-02,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2255,UMDM,Katherine Anne Porter papers,1,6,61,5,3,"Katherine Anne Porter to Gay Porter Holloway, 1957-01-06",1957-01-06,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2256,UMDM,Katherine Anne Porter papers,1,6,61,5,6,"Katherine Anne Porter to Gay Porter Holloway, 1957-01-30",1957-01-30,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2257,UMDM,Katherine Anne Porter papers,1,6,61,5,11,"Katherine Anne Porter to Gay Porter Holloway, 1957-03-20",1957-03-20,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",,,,,umd:86241
2258,UMDM,Katherine Anne Porter papers,1,6,61,5,13,"Katherine Anne Porter to Gay Porter Holloway, 1957-03-28",1957-03-28,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",,,,,umd:86241
2259,UMDM,Katherine Anne Porter papers,1,6,61,5,15,"Katherine Anne Porter to Gay Porter Holloway, 1957-04-01",1957-04-01,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2260,UMDM,Katherine Anne Porter papers,1,6,61,5,17,"Katherine Anne Porter to Gay Porter Holloway, 1957-04-08",1957-04-08,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2261,UMDM,Katherine Anne Porter papers,1,6,61,5,21,"Katherine Anne Porter to Gay Porter Holloway, 1957-05-30",1957-05-30,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2262,UMDM,Katherine Anne Porter papers,1,6,61,5,22,"Katherine Anne Porter to Gay Porter Holloway, 1957-06-23",1957-06-23,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2263,UMDM,Katherine Anne Porter papers,1,6,61,5,24,"Katherine Anne Porter to Gay Porter Holloway, 1957-07-11",1957-07-11,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2264,UMDM,Katherine Anne Porter papers,1,6,61,5,28,"Katherine Anne Porter to Gay Porter Holloway, 1957-07-30",1957-07-30,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2265,UMDM,Katherine Anne Porter papers,1,6,61,5,30,"Katherine Anne Porter to Gay Porter Holloway, 1957-08-31",1957-08-31,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,
2266,UMDM,Katherine Anne Porter papers,1,6,61,5,33,"Katherine Anne Porter to Gay Porter Holloway, 1957-09-23",1957-09-23,5,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2267,UMDM,Katherine Anne Porter papers,1,6,61,5,36,"Katherine Anne Porter to Gay Porter Holloway, 1957-10-07",1957-10-07,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2268,UMDM,Katherine Anne Porter papers,1,6,61,5,37,"Katherine Anne Porter to Gay Porter Holloway, 1957-10-09",1957-10-09,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2269,UMDM,Katherine Anne Porter papers,1,6,61,5,42,"Katherine Anne Porter to Gay Porter Holloway, 1957-11-16",1957-11-16,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
2270,UMDM,Katherine Anne Porter papers,1,6,61,5,43,"Katherine Anne Porter to Gay Porter Holloway, 1957-11-21",1957-11-21,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Connecticut,Southbury,umd:86241
